p,train_loss,train_acc,test_acc,frac
0.001,1.83556163462654,0.5565861388075483,0.09912337023861201,0.5122199592668024
0.001,1.7837653871960364,0.6170312514439986,0.12612443259268732,0.47459349593495936
0.001,1.8399665929640414,0.5485300711778395,0.14912840837298774,0.5578093306288032
0.001,1.7354760168434697,0.6710299527879743,0.1450944534714218,0.45336008024072216
0.001,1.7746375181103224,0.6192349845405661,0.15860413748093574,0.4842639593908629
0.001,1.8320707323795653,0.5574556109105144,0.15036325643513465,0.5040485829959515
0.001,1.7757996363221977,0.6262529660938169,0.11545631530174003,0.41194331983805665
0.001,1.7704456916362858,0.6333120098597992,0.16147702318733403,0.5207700101317123
0.001,1.8123334383985992,0.5826466359454081,0.1096487887865052,0.5040983606557377
0.001,1.7906498704856646,0.6091091310112023,0.08237915284773617,0.4429868819374369
0.001,1.815532552766252,0.5792214701564755,0.08486793711799236,0.4874118831822759
0.001,1.8555749361408211,0.5267404202696988,0.09963498529504275,0.5756345177664974
0.001,1.7790747099954394,0.6223429786442389,0.10021547078447128,0.4649033570701933
0.001,1.7855646084517993,0.6148004004250545,0.08042675897553439,0.47604485219164117
0.001,1.8094956779161808,0.5865697149896534,0.05003507198707286,0.45546558704453444
0.001,1.7795921129321912,0.6156501956857807,0.11453301867553588,0.5184049079754601
0.001,1.8120311764688055,0.5792284650433291,0.1287914747933627,0.5085427135678392
0.001,1.7427384536293975,0.6611227552885067,0.16439488230409138,0.49948822927328557
0.001,1.833863045687168,0.5535607386351848,0.13470483527646698,0.5508130081300813
0.001,1.7178036192293598,0.6932425473115039,0.10829009707833429,0.36464646464646466
0.001,1.7989176437183514,0.5972386791577033,0.11935151415549872,0.42972699696663297
0.001,1.7741594731339994,0.6283158577473482,0.14420365761592968,0.4677584442169908
0.001,1.8414596864381831,0.5458911365716175,0.05440503100103517,0.511340206185567
0.001,1.8612746427055888,0.5240475828894849,0.13926013686853872,0.5355691056910569
0.001,1.79272864331343,0.6048900473827048,0.11929010939214972,0.521255060728745
0.001,1.811617225896884,0.5848212827183858,0.100691818981554,0.47959183673469385
0.001,1.8044869461113329,0.5927210479042353,0.17236910968484842,0.5635808748728383
0.001,1.7986482993724884,0.5999409660206585,0.12413636003818908,0.5050505050505051
0.001,1.8198104103009907,0.5738294240027969,0.08758204786355103,0.5035460992907801
0.001,1.7872511871687586,0.6048232140394798,0.1700542290935342,0.5285714285714286
0.001,1.729822245095877,0.6807666020950551,0.11397635677080192,0.42785065590312815
0.001,1.7396270017382345,0.6701836214143115,0.0785921853726374,0.3969849246231156
0.001,1.8094227421421856,0.5801049056945782,0.10147079952435079,0.5444444444444444
0.001,1.8641738082222237,0.51332646093245,0.10398997930597174,0.5517241379310345
0.001,1.7807976068627673,0.6184258991189509,0.11388829711197589,0.4442211055276382
0.001,1.7533910289757368,0.650619697127214,0.09940053346120642,0.43343343343343343
0.001,1.7440113750538786,0.6592994225676134,0.11009205433146212,0.4848178137651822
0.001,1.8019894509334506,0.5948977924787145,0.11221640968856315,0.5172064777327935
0.001,1.8332809790430034,0.5489462038728066,0.13430676759042384,0.5025125628140703
0.001,1.7946780213971238,0.6033558928609819,0.12285960676681863,0.5484848484848485
0.001,1.7817445324426948,0.614770601137497,0.12976246980596953,0.44244244244244246
0.001,1.8096275823712056,0.5820663512623598,0.14967354571713629,0.5229357798165137
0.001,1.7786547522008456,0.6204718400628217,0.07510667941718097,0.4605263157894737
0.001,1.7967518505748494,0.6019446921963448,0.11473370752923956,0.4821973550356053
0.001,1.7965307067023055,0.601791894871423,0.08846257508893929,0.4746450304259635
0.001,1.7716253779858875,0.6291759563875545,0.1083824199072757,0.5030120481927711
0.001,1.770730050743206,0.6322275650393687,0.09903659844029468,0.48785425101214575
0.001,1.7694324450983578,0.6284524456179902,0.11905827946908372,0.48230535894843274
0.001,1.7628284462896293,0.6401323048159261,0.09475305155205589,0.474059003051882
0.001,1.8026605847983,0.5952602229649858,0.07568894570907295,0.46827794561933533
0.001,1.7699322685110388,0.6335533867672033,0.1295731017013757,0.4448938321536906
0.001,1.7999657535109175,0.5928879648191686,0.1346773524235832,0.5194274028629857
0.001,1.7378008617581453,0.6634297208089188,0.11050446249294349,0.4602215508559919
0.001,1.7941594389070985,0.6051991359252654,0.11414283964279343,0.46747967479674796
0.001,1.764048965842976,0.6409767948400089,0.1518514682797317,0.49031600407747195
0.001,1.7998026200471542,0.5961926496126577,0.07690529659689718,0.47052845528455284
0.001,1.8027273073906578,0.5931271643828541,0.09887843783913056,0.4872838250254323
0.001,1.8073328352890834,0.587300425955274,0.07010540648654978,0.4766260162601626
0.001,1.811214945960583,0.5823370792821889,0.14890459235165557,0.5531914893617021
0.001,1.7927367661189315,0.6057718620338637,0.12693794238735595,0.4939516129032258
0.001,1.7734513395962428,0.6271889049000359,0.06646561897351591,0.4527918781725888
0.001,1.816458012980447,0.5792040540218787,0.13716328945328396,0.5538461538461539
0.001,1.7703618937860015,0.6325997521934135,0.09871013296925696,0.4506612410986775
0.001,1.751319789855097,0.655111581653783,0.09508502844733202,0.46727089627391744
0.001,1.8043095187566673,0.588247667474006,0.09910546883586072,0.49646107178968657
0.001,1.737622475344013,0.6717076947018221,0.09267128675080233,0.41020408163265304
0.001,1.8027929463081762,0.5914289881990268,0.17166474817850794,0.541497975708502
0.001,1.861367872138355,0.5234919855921009,0.1250357053177669,0.5551061678463094
0.001,1.783525526389779,0.613146007766926,0.13098982133380568,0.4898989898989899
0.001,1.7724194044273296,0.6323477047746756,0.08987891486383467,0.4389505549949546
0.001,1.7842297504773998,0.610249970960781,0.05016922873895688,0.4309278350515464
0.001,1.7783952261184772,0.6231091876770721,0.12905425099647413,0.4764344262295082
0.001,1.763122819768761,0.6422092332474568,0.1044547956503216,0.4547304170905392
0.001,1.8117483755983692,0.5854203702943831,0.1922310052304271,0.570264765784114
0.001,1.764082839731545,0.6354954695713839,0.12971496753949702,0.49547738693467336
0.001,1.8404464929877768,0.5493932795144852,0.06466931173366128,0.5254065040650406
0.001,1.7820402314575687,0.6195785394378264,0.11464980239724155,0.46727089627391744
0.001,1.756963913978441,0.6482106456924707,0.11400476112099468,0.425531914893617
0.001,1.794584086374406,0.6040310404615677,0.13482102769617385,0.5223123732251521
0.001,1.7813545266306747,0.6150051763320263,0.08023508971752927,0.4685598377281947
0.001,1.7815715136619155,0.619781560899624,0.07947940395960548,0.503560528992879
0.001,1.7635579578263965,0.6381856626416187,0.12256155375959193,0.47196738022426094
0.001,1.771373666273302,0.6321233070404839,0.1393213003865441,0.4678068410462777
0.001,1.8144385255755204,0.5806875937427682,0.08963601177799886,0.4653767820773931
0.001,1.8182265020091777,0.573331963239928,0.08019433417906413,0.45987654320987653
0.001,1.794052703203576,0.6045880356059457,0.10678932397884196,0.3779128672745694
0.001,1.7665742018610917,0.6365356600042611,0.1531646493203022,0.46774193548387094
0.001,1.7393353676244032,0.6706909232106026,0.09884577799203186,0.4830421377183967
0.001,1.7584694769317082,0.6470226850013401,0.15677263831253035,0.5055951169888098
0.001,1.7960822713700075,0.6022019498654015,0.09429246293399149,0.5101214574898786
0.001,1.8050050628399448,0.5933036725276193,0.1985927127521981,0.5950668036998972
0.001,1.8603399520836998,0.5189352646102126,0.07957193809808605,0.5775510204081633
0.001,1.8229358171001586,0.5699917533841121,0.09991177976429257,0.47697031729785055
0.001,1.810606507314953,0.5841406531010038,0.1585748677070686,0.593654042988741
0.001,1.8541677220614399,0.5313037409391966,0.06496204778048702,0.5081632653061224
0.001,1.7330056924781747,0.6737747000798021,0.10473551086693149,0.39121552604698673
0.001,1.7730820720549374,0.6253355195442131,0.219119458389089,0.5521783181357649
0.001,1.8204607144060296,0.5690588561883256,0.13872640226942898,0.563710499490316
0.001,1.7603685397951572,0.6429985397392682,0.08050766366132008,0.424923391215526
0.01,2.0605842286888687,0.3558159985007895,0.17335955672494577,0.298
0.01,1.918132921149531,0.5146002149800223,0.1516907383933775,0.259
0.01,1.9305449588105283,0.49585162723576853,0.22944220832242493,0.372
0.01,1.7765830061977534,0.6529739045738004,0.15966588654304628,0.252
0.01,1.9900003707935245,0.42824536197947916,0.14852790201739574,0.209
0.01,1.8988042380592112,0.5376844273121991,0.3325512307755743,0.471
0.01,1.9492165255155538,0.47566378258473413,0.17780510621269663,0.308
0.01,1.9064878897752848,0.5219339311305784,0.15444337254187054,0.246
0.01,1.9761127165990602,0.440692470823286,0.11914505424214186,0.267
0.01,2.0351784100590935,0.3787251449293151,0.06456003638342127,0.195
0.01,1.9928219525345952,0.4272650209366457,0.17797633502898846,0.419
0.01,1.885819626886078,0.5457120378146441,0.3444651298545661,0.443
0.01,1.8527347989287928,0.58807244635404,0.33258536561567825,0.493
0.01,1.8865217413499404,0.5432645258087461,0.1512804960181271,0.18
0.01,1.7844502177448702,0.662866694139292,0.5054685518776219,0.597
0.01,1.9859140042666041,0.43295330041677804,0.1487347397415355,0.275
0.01,1.9547911136041762,0.45710628617135096,0.08970002343386575,0.215
0.01,1.9439059081253884,0.4844710631585592,0.21195163982689852,0.357
0.01,1.9434321733406947,0.4847637809922297,0.1967969162874016,0.381
0.01,1.6860081980050665,0.7457570930217698,0.11152769748300612,0.198
0.01,1.9197341555575353,0.5095819775773156,0.264570746584725,0.399
0.01,1.9546937201999817,0.4677369691634361,0.16065777772422254,0.282
0.01,1.896886668994671,0.5296968840172269,0.1132596916684899,0.253
0.01,1.980161768327352,0.4411806204476184,0.11160979880534715,0.252
0.01,1.7474115130142291,0.6687041625153531,0.11858576357231904,0.161
0.01,1.9976647553652487,0.419425790781599,0.11253434848929846,0.178
0.01,2.0080402218827444,0.4049652404128496,0.1326422208458108,0.192
0.01,1.8054753687957579,0.615546943534488,0.05844809831443639,0.147
0.01,1.9726769498572725,0.45266692377589013,0.21588277685559593,0.338
0.01,1.9587817130481135,0.4738028378344061,0.26875822584630343,0.431
0.01,1.987260898547698,0.4392903342163,0.11365234145162237,0.217
0.01,1.9535357689341808,0.470441071644648,0.07505077055057927,0.164
0.01,1.8492679147557147,0.5769998752142174,0.1659236126310596,0.361
0.01,1.7354613761970754,0.6889068146185421,0.11440167941066878,0.166
0.01,1.8875229886614089,0.5358308610706424,0.2649304297945632,0.434
0.01,1.8542465690008778,0.5830253382459745,0.3278535959196357,0.447
0.01,1.9805221224964966,0.43940624131800765,0.11022964483395448,0.238
0.01,1.9843214599615855,0.433813441896822,0.13105347068098738,0.201
0.01,1.8575921959241462,0.569684778897631,0.1487112149779683,0.251
0.01,1.9323686918580805,0.48454666408626157,0.16775131405393048,0.282
0.01,1.9153895608830602,0.5045126455303307,0.11770053138278434,0.197
0.01,1.9471216713048907,0.4781302979772149,0.14254305312563187,0.265
0.01,1.971035707054773,0.44107693970413353,0.09504084967588046,0.163
0.01,1.960122613653666,0.4546802311292403,0.15825902679669354,0.267
0.01,1.678748460088611,0.7562423664930276,0.07309478097616498,0.174
0.01,1.9383038483709256,0.492946190486612,0.22835690807945327,0.336
0.01,1.7354113856504967,0.694748751596953,0.13142804550188916,0.215
0.01,1.9437868404692726,0.4794953483559164,0.17390935754828832,0.312
0.01,1.8944651958377345,0.5306889910421903,0.1253152196266442,0.255
0.01,1.975560167968203,0.44936990021196976,0.17163865160920103,0.317
0.01,1.9554364236073085,0.4730407251864355,0.20200426883455563,0.315
0.01,1.8622080845539657,0.5649413715663656,0.12616328956332118,0.215
0.01,1.968670155472124,0.4585280705544525,0.15658488896096576,0.344
0.01,1.9373390008263627,0.4891041231245229,0.1403599319756693,0.253
0.01,1.7125854339235242,0.7156251413202005,0.08930892654638033,0.15
0.01,1.8960405620469853,0.5334115908033807,0.2687682782373393,0.474
0.01,1.813816061339589,0.5998427567147134,0.10681758211024955,0.182
0.01,1.7127313950607312,0.7156800971943684,0.11927219654116036,0.224
0.01,1.8717402405482453,0.5495393541065743,0.13154363364761706,0.243
0.01,1.979775678115604,0.44590252918682005,0.25193821340510086,0.454
0.01,1.9513690651546682,0.47858774583394154,0.14443783128063026,0.318
0.01,1.954063024066403,0.464529850687291,0.10133027865200499,0.212
0.01,1.9126067659550507,0.5221296898748846,0.2675824494575032,0.36
0.01,1.7896656294969624,0.6499279479196223,0.320862801457403,0.492
0.01,1.8760116561569806,0.5598636509437378,0.33328957106618573,0.487
0.01,1.7015788936675151,0.7286931140540143,0.09180948496473562,0.153
0.01,1.780432095699878,0.6526859914903079,0.1787555247914411,0.337
0.01,1.9063678463122742,0.5155150789532421,0.1145377645458026,0.259
0.01,1.7561182623369682,0.6716579760945025,0.11079826452007265,0.189
0.01,1.8929646483556968,0.5416478511279144,0.23244989322269496,0.377
0.01,1.9912476908791372,0.43591782730917467,0.2176787664780384,0.395
0.01,2.009643157380748,0.41828371861752006,0.197510703871668,0.335
0.01,1.9856773456192474,0.4351447834032407,0.1579775692959916,0.324
0.01,2.0137882001042895,0.40970784415074685,0.13183168803658007,0.291
0.01,1.949291287682172,0.46817044469688174,0.22496941374539545,0.317
0.01,1.9297961360759721,0.49807076981294324,0.1881029169407866,0.388
0.01,1.8514944337406392,0.5767979980969175,0.152007568469598,0.295
0.01,1.9108433607808706,0.5196122567506573,0.23509460967395962,0.443
0.01,1.751154023515405,0.6653388329453851,0.12845572576449446,0.181
0.01,1.988794580913473,0.43897480224532986,0.23464054839520732,0.396
0.01,1.9937017484898607,0.4253338008231717,0.1770448995189927,0.239
0.01,2.012014827895129,0.4076508976607558,0.11064417569662371,0.29
0.01,1.9521282352527485,0.47638572223692177,0.16341119235860915,0.225
0.01,1.8061854210286206,0.6264434602907143,0.3756274825355506,0.529
0.01,1.9431684455122198,0.48691804303180125,0.17928674255906493,0.33
0.01,1.8666815285360872,0.5419213670684722,0.054753116244473536,0.168
0.01,1.8237929167221167,0.6024365093617672,0.18536401911810033,0.292
0.01,1.975958599314927,0.4421458733171867,0.13538867971833096,0.291
0.01,1.9795492941979433,0.42901268281241717,0.14141257911325159,0.181
0.01,1.7659675972898945,0.6544168160661592,0.10405253685687015,0.263
0.01,1.977133177948997,0.4438114174185245,0.15778450337098682,0.216
0.01,1.928664392235418,0.5004546967833601,0.25333952824911066,0.414
0.01,2.0090561882837528,0.4173045898353293,0.1362850951820007,0.225
0.01,2.0187641817516835,0.40070303280071434,0.08401912542398118,0.207
0.01,1.9137683699803365,0.5172612061683646,0.16407986018524592,0.27927927927927926
0.01,1.9316146970767982,0.48797551758137186,0.10787630186632771,0.215
0.01,2.0159570753328815,0.40776396052475705,0.12256867915920702,0.217
0.01,1.8143146722491188,0.6269605685169214,0.3319148041872293,0.516
0.01,1.8431751628346906,0.583017790542846,0.11064618679513487,0.219
0.01,1.8954003264629218,0.5248781964147343,0.19172601557149815,0.327
0.01,1.96563884236175,0.4582964381128985,0.11249579630129646,0.218
0.01,1.9423839384746393,0.4829151723980695,0.11572982505778619,0.242
0.01,1.980359214128559,0.43678076762047835,0.10410169102104477,0.24
0.01,1.9141846379277037,0.5174945260194078,0.2235990584315392,0.444
0.01,1.935955729977247,0.49346929543065093,0.25348551606603303,0.431
0.01,1.8713723554242605,0.5651787128592217,0.2767862592962261,0.447
0.01,1.9121735405797324,0.5271302920643532,0.37839897786846177,0.476
0.01,1.8144444490493625,0.6093065968770792,0.08655188617847273,0.191
0.01,1.902722414817402,0.5191096918916827,0.13974438371190176,0.25
0.01,1.7740087644224656,0.6542998804784529,0.11851754623739463,0.214
0.01,1.9662303622271176,0.4631397621772537,0.21701182449858883,0.358
0.01,1.889378037221049,0.5411906457712821,0.20457857359070608,0.361
0.01,1.9169652940812507,0.5165969227856644,0.26629136591579683,0.418
0.01,1.9775643869740278,0.4479378647024408,0.17971810224719803,0.307
0.01,1.8938318208806308,0.5270997354210017,0.1376614148540246,0.217
0.01,1.9736913528622808,0.45218329433770366,0.13629645318971648,0.185
0.01,1.9784659102579596,0.4432919905991584,0.1444211350652409,0.297
0.01,1.7168301204053869,0.7157066334406537,0.14746873647990694,0.214
0.01,1.9020708306960412,0.5257032290704127,0.25867498126976307,0.467
0.01,1.8351996529787393,0.6013990990421798,0.3302127658272229,0.5315315315315315
0.01,1.8851071967479676,0.5230091782189114,0.11802318058882805,0.183
0.01,1.832263182992501,0.6064751475501323,0.3637054854703864,0.525
0.01,1.8839838843247745,0.5378211107251154,0.09576975756185777,0.214
0.01,1.9836926118626963,0.43815673080032036,0.09377284873904007,0.197
0.01,2.025470805687018,0.39699788099890776,0.19222864741807466,0.35
0.01,1.917315004075445,0.5100774489297706,0.24046293693281703,0.428
0.01,1.7238351030702035,0.7073239840167995,0.09741367678305338,0.187
0.01,1.911961142268946,0.5190964032180954,0.2665192285224382,0.446
0.01,1.8556738091468188,0.5809365158995622,0.3793156341443671,0.521
0.01,1.993688957391035,0.425238420802588,0.12163766861926545,0.232
0.01,1.724071126143858,0.6991916671692848,0.11882756407861647,0.285
0.01,1.7116408944956292,0.7169233732335847,0.10182425293206956,0.183
0.01,1.9372509731553642,0.48217658531681656,0.23181740445619015,0.379
0.01,1.8858382995354923,0.54204333039174,0.1455991370020564,0.258
0.01,1.7998009744153953,0.6188774717747829,0.09439818046647538,0.141
0.01,2.0124900864876265,0.40814748533029543,0.16744031531858888,0.271
0.01,1.9525096664708261,0.4716501632095473,0.1651581694525298,0.366
0.01,1.9394549559200946,0.48459631090701133,0.1428446792085084,0.216
0.01,1.7922410113275127,0.6362552230407832,0.1476520375502612,0.382
0.01,1.9386485568541993,0.4816864284824806,0.2903491936879613,0.433
0.01,1.7747951370984005,0.6496750959153103,0.09268988739485147,0.186
0.01,1.9279249323795677,0.4938780000428483,0.14428339376528246,0.31
0.01,1.655301765636296,0.7772375726250665,0.09464947282926062,0.19
0.01,1.821201965759279,0.604349609648042,0.10071664001021212,0.214
0.01,1.937730207553282,0.48464277800468186,0.2697455203873343,0.429
0.01,1.8907517956977848,0.5402254284209629,0.17569821894341606,0.348
0.01,1.8288662542311744,0.6052233904418564,0.4034376687487276,0.566
0.01,1.93926505704428,0.49335300849015945,0.26227264733316286,0.406
0.01,1.9307999125003732,0.49246245478007455,0.20742692480004835,0.327
0.01,1.9491870274501948,0.4779599449902426,0.16450753135407312,0.317
0.01,1.9900387259369055,0.42812452872615714,0.12494199127512122,0.233
0.01,1.8837625943760739,0.5533363449207055,0.30215371363952653,0.449
0.01,1.8124794790543628,0.6196961975809312,0.1651525961151092,0.267
0.01,1.9554458370979593,0.4689228690889612,0.18624618938189946,0.31
0.01,1.9029787804664238,0.5282372135586263,0.20447645357261188,0.338
0.01,1.7426272745532079,0.6808222736021221,0.11992486811383074,0.185
0.01,1.8966197900616428,0.525224755023633,0.21563708862747683,0.477
0.01,2.0114663940915807,0.41045060158488533,0.11330403876288729,0.19
0.01,1.9408701914445843,0.4885364122996214,0.16547821841164845,0.342
0.01,1.9762488428645142,0.4459556224325924,0.17452348549133426,0.342
0.01,2.0192709962058415,0.3995691190430493,0.12759552359334136,0.308
0.01,1.7997827588121047,0.6197624978542885,0.13459333680115276,0.176
0.01,1.8607286706916484,0.5627689816331526,0.14501663078228805,0.359
0.01,1.9088612795271334,0.5141174306434134,0.16656430582015758,0.305
0.01,1.9747768958761278,0.4489730741290165,0.20248845907814,0.25
0.01,2.0100890104877767,0.41397511711953455,0.12390330309144655,0.182
0.01,1.9253619653641507,0.49671024271216135,0.11349479410837908,0.215
0.01,1.7073865824557573,0.7212145025048514,0.12995058058394682,0.258
0.01,1.9540915125664924,0.46197968420134006,0.12054268856158883,0.273
0.01,1.8918741123633207,0.5332662849972686,0.17421008891378068,0.341
0.01,1.8232845554533115,0.6161189660580323,0.40724629302422694,0.537
0.01,2.0069810560569215,0.41543076718117444,0.1179263284413458,0.177
0.01,1.834582599672786,0.5902993342355416,0.10466558205692061,0.22922922922922923
